,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,13.798321152319808,-5.329206742990791,13.798321152319808,0.6432892995352413,0.8148045512991572,326.48399999999947,296.244,326.2358135800008,130,0,0.23125291507401446,-0.308694671351347,0.308694671351347,0.23125291507401446,0.9583333333333334,1.625,2.375,-1.6840079478554e-16,-0.1931682619233777,-3.292447372295562e-16,-2.8582889642716736,-3.48504157082395e-16,-2.8900609713080767,-1.7046584164576222e-16,-1.1655927567863549,2.26176288849833,1741.762857220013,43.19615242270663,41.80267548146378,11.80267548146378,23.285468820183674,21.545764931731807,6.5457649317318065,4.370400148658337,4.370400148658337,2.9575657134753626,2.9575657134753626,1.9600038174128984,1.9600038174128984,-1.35,28752776865.046463,3.42810148623351,7.264051997663113,3.234496307992807,187.71834582034322,9.799819461700956,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,49.991880629636775,37.09756980467781,64.98585448427032,13.226717682180478,45.91729386917845,11.594566004035068,0.0,4.899909730850478,0.0,75.76503394999308,17.893629099482368,29.733126322350174,0.0,0.0,4.899909730850478,5.687386274683562,0.0,0.0,35.836593765533166,11.167462085401201,0.0,104.04253228876789,24.16967483065318,0.0,0.0,0.0,23.550000000000004,139.88626510671122,7.536054296412263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38123957276617,256.4024852301999,0.0,11.765096625607278,0.0,-2.83579640810613,-2.290934953144098,-15.309789663704443,-47.55843115398184,-10.005963010204086,0.0,0.6666666666666666,24,0,3,1,2,3,1,0,1,2,0,3,2,1,1,2,4,4.153000000000004,98.33400000000007,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.1302114681004,-4.824880545582433,15.1302114681004,0.9432921969037595,0.7335847043044706,429.5159999999997,402.3000000000002,429.19400834400074,164,0,0.2932939243600159,-0.5042464310590528,0.5042464310590528,0.2932939243600159,1.375,2.25,3.03125,10.557441305774505,-0.17965810941944793,2.1318384946737226e-17,-2.879341104665149,1.6227381448324646e-16,-2.99333626339422,1.1968569147468258,-1.0320322285758878,1.8237018067050323,2337.6792285500132,45.35892465059366,42.58020675735541,15.58020675735541,26.40469528935769,22.50793770033732,9.191441119409594,7.257368663516515,7.257368663516515,5.545752434384661,5.545752434384661,4.167122546589354,4.167122546589354,-2.63,1075454083669.7676,6.076746646781922,6.237772680873046,2.2797530592676134,224.97478276661113,14.954479336014474,0.0,23.36228663988274,1.4311996572326342,1.4311996572326342,0.0,9.694446914922299,0.0,0.0,0.0,36.25451224597977,61.103910412089384,50.58561141831457,24.723626842082663,54.01798042434184,11.835316692400506,2.8623993144652684,4.899909730850478,5.893957685363079,54.97857628232699,12.99371936863189,64.56038995880333,0.0,11.49902366656781,4.736862953800049,0.0,11.49902366656781,0.0,54.45585104881031,16.58245255479798,5.893957685363079,76.451017984664,47.87003548371233,0.0,6.052071746035566,0.0,70.0,166.66089338494413,13.7075855617022,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,33.269448801925826,245.572600966398,0.0,14.18691927119664,9.409062032826531,-15.422792547134408,-9.080065361738168,-15.540314267211631,-25.362867794123066,-9.262542300213884,0.0,0.4444444444444444,32,2,5,3,2,5,2,0,2,5,2,5,5,2,1,3,7,3.2189000000000023,119.59960000000004,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8.91403297430083,-4.127829743008315,8.91403297430083,0.7008709162677416,0.7874876442107395,237.36800000000014,218.21599999999995,237.118735228,88,0,0.2930923289357751,-0.5079556528312115,0.5079556528312115,0.2930923289357751,1.875,2.8125,3.5,3.0246009198026044e-16,-0.24606492822386658,-2.055529997145691e-16,-2.772413149641282,-1.5836222028508047e-17,-2.889631789958385,2.9239468415687015e-33,-1.053916157458881,3.535007319983859,1000.2053056128248,27.95566544670048,26.763710176427686,8.58020675735541,15.325238602569529,13.388654714909553,4.9024758143735,3.108917160829808,3.7212895965256023,2.07543656205664,2.57497194543803,1.2993295039255384,1.7021903045401823,-0.67,6248706.895769117,2.5220126510874907,3.96858886620806,1.7195257973597875,128.13462426711027,10.828525166833487,8.573195989940306,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,11.761884949391115,0.0,19.746202942254655,35.768589401166416,34.478733837143146,4.1122756685106605,29.864629246487127,11.761884949391115,1.4311996572326342,0.0,5.719716975726273,36.735581742851025,6.1839241011164585,29.254159106383874,0.0,5.749511833283905,5.719716975726273,0.0,5.749511833283905,11.761884949391115,23.967814086989808,11.787915370726159,0.0,46.7628241167089,18.127256122989884,2.8236841566564013,0.0,0.0,46.25,95.40477870875264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,26.18702071261255,153.71195584792562,-0.7008709162677416,0.0,0.2805939389644756,-7.778791572184427,-1.1738506629503649,-7.999206821617536,-7.114199617346943,-8.14229686318972,0.0,0.5384615384615384,16,3,2,1,0,1,1,0,1,3,2,3,6,0,0,0,2,2.2847999999999997,70.11520000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3,8.764032974300832,-3.945723261526836,8.764032974300832,0.5828153607121862,0.5878183165724736,223.34100000000015,206.20499999999998,223.103085164,82,0,0.2930923289357751,-0.5079556528312387,0.5079556528312387,0.2930923289357751,2.0,2.933333333333333,3.6,4.731905909297373e-16,-0.24432220324732606,-2.0347054931445468e-16,-2.766865361161589,3.028398052880076e-18,-2.8860399066280387,6.721103030517e-17,-1.0538136145312242,3.527000298543195,913.8228038149789,25.45566544670048,24.263710176427686,8.08020675735541,14.178791993162802,12.092778860141486,4.290103378677705,3.0068550882138423,3.4151033786777054,1.9733744894406744,2.2687857275901333,1.2254766943881734,1.4806318759280879,-0.6700000000000002,2289802.3460773183,2.436099821771098,3.4235138151282998,1.6371126334145565,119.67259365821879,10.828525166833487,9.696995162972495,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,12.53269603815698,0.0,19.746202942254655,29.58466530004996,30.36645816863248,4.1122756685106605,25.752353577976468,12.53269603815698,2.5549988302648226,0.0,5.719716975726273,36.735581742851025,0.0,29.254159106383874,0.0,5.749511833283905,5.719716975726273,0.0,5.749511833283905,12.53269603815698,18.907689158905544,11.787915370726159,0.0,42.65054844819823,18.127256122989884,2.8236841566564013,0.0,0.0,46.25,89.99166569640205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1088081911072125,23.19854421713408,137.1496751254514,-0.5828153607121862,0.0,0.5657559760015118,-7.288598828420255,-1.1089876228269084,-7.5242280801209365,-3.486021352985639,-7.891446523053672,0.0,0.5,15,3,2,1,0,1,1,0,1,3,3,3,5,0,0,0,2,1.8515999999999997,65.58620000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,9.635891789843507,-4.987180772514772,9.635891789843507,0.8533498677248677,0.6112252547621498,356.94099999999946,327.709,356.2019266080008,134,0,0.11903725067991433,-0.3226558788160709,0.3226558788160709,0.11903725067991433,1.4,2.24,3.04,-1.8284733549768487e-16,-0.247773321195109,-4.878805048433975e-16,-2.856898820500263,-8.797196788760112e-17,-2.910495932816349,2.277371845836681e-17,-1.145392722718613,2.816225810601659,1814.6920630862091,43.08290376865477,41.27239166400914,13.028320610027599,23.66025403784439,20.977836618504444,6.961373900513758,4.30701622525451,4.684980698263737,2.8316234075647078,3.020605644069321,1.7784921308141564,1.9202288081926164,-1.3499999999999996,30434465971.259483,4.062442483105915,8.842550114628034,4.438181125781026,197.39533567943874,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,79.8685376651594,35.95759020137934,51.505307301829774,15.078344117872419,39.834165173252345,11.600939890232516,0.0,4.899909730850478,5.719716975726273,56.770194028991504,6.496859684315945,70.53130466610497,0.0,0.0,5.719716975726273,0.0,0.0,11.600939890232516,17.414661883516068,0.0,0.0,98.88968556063169,54.38176836896965,7.846317470397728,0.0,0.0,29.259999999999998,144.4179850859892,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.32282939497422,244.46232553206553,5.960625698374073,-0.8533498677248677,-1.1138593458767547,-4.5198280201318015,0.0,-26.57571323732536,-23.301868728469703,-8.447220919800083,0.0,0.45454545454545453,25,2,2,0,1,1,2,0,2,2,1,3,10,0,1,1,3,5.735700000000005,106.81640000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,9.694485539843507,-5.112605942582799,9.694485539843507,0.9058672288359788,0.5380152451616194,370.9679999999995,339.7200000000001,370.21757667200086,140,0,0.11903725067991433,-0.3226558788160709,0.3226558788160709,0.11903725067991433,1.3461538461538463,2.1923076923076925,3.0,-7.475896646248748e-17,-0.24779501414007973,-2.880313432045666e-16,-2.8572607616137007,-1.6258886696251436e-16,-2.9105119400309056,3.492590176800418e-17,-1.1527036912176383,2.811398416647105,1916.1938348739527,45.58290376865477,43.77239166400914,13.528320610027599,24.91025403784439,22.227836618504444,7.211373900513758,4.43201622525451,4.809980698263737,2.8941234075647073,3.0831056440693207,1.8097421308141561,1.9514788081926162,-1.3499999999999996,101674754033.90709,4.148399664813462,9.546594796299537,4.6758244523011765,206.57021879417096,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,86.24146256648878,35.95759020137934,54.24682441417022,15.078344117872419,42.57568228559279,11.600939890232516,0.0,4.899909730850478,5.719716975726273,63.14311893032088,6.496859684315945,70.53130466610497,0.0,0.0,5.719716975726273,0.0,0.0,11.600939890232516,17.414661883516068,0.0,0.0,108.00412757430149,54.38176836896965,7.846317470397728,0.0,0.0,29.259999999999998,150.79090998731857,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06434650731467,261.885596872782,5.967906499583445,-0.9058672288359788,-1.1426904049275943,-4.654652033625323,0.0,-27.15319487027574,-28.60968272147244,-8.526305002117336,0.0,0.4782608695652174,26,2,2,0,1,1,2,0,2,2,1,3,11,0,1,1,3,6.125800000000005,111.43340000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15.369360608855196,-4.908014105848105,15.369360608855196,0.8725888133030995,0.707437548382648,360.9039999999996,334.6960000000001,360.1768547320007,134,0,0.12304193848536447,-0.3226558788159753,0.3226558788159753,0.12304193848536447,1.52,2.36,3.2,3.1832085344458463e-15,-0.24775134798168127,-2.4673280468017745e-16,-2.855937092765629,-8.626123783689622e-17,-2.9104553469078747,4.404470901334588e-16,-1.1347759506728872,2.808879371044768,1720.1149889670564,40.58290376865477,38.15035613701837,12.906285083036826,22.41025403784439,19.416818855009055,6.900356137018371,4.3709984617591235,4.74896293476835,2.863614525817014,3.0525967623216275,1.8181104695033863,1.9598471468818464,-1.4199999999999995,9103423844.979998,4.518861183950484,8.306439969654086,4.224407480969201,190.98101746746494,5.719716975726273,8.640904997702297,0.0,0.0,0.0,0.0,4.899909730850478,4.39041504767482,0.0,0.0,55.36835664084013,48.04242761670593,48.76379018948933,13.7075855617022,40.112304552416504,11.600939890232516,0.0,4.899909730850478,5.719716975726273,50.39726912766213,6.496859684315945,70.30610679948757,0.0,0.0,5.719716975726273,4.39041504767482,0.0,11.600939890232516,17.414661883516068,0.0,5.817220841045895,88.4044849907917,48.33934966130636,7.846317470397728,0.0,0.0,29.259999999999998,137.81986231804242,4.1122756685106605,4.39041504767482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.21055372646355,232.78045630133278,5.931208458105184,-0.8725888133030995,-1.1055228033400375,-4.619657913062343,-2.1705621652994944,-25.76997541400561,-18.361009696308304,-8.451236843007958,0.0,0.42857142857142855,25,2,2,0,1,1,2,0,2,2,1,4,9,0,1,1,3,5.484700000000005,102.15740000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,9.305194510931944,-4.322597439181438,9.305194510931944,0.6097486772486769,0.8758992043957009,314.85999999999956,291.676,314.15497641600064,116,0,0.119037250679904,-0.3226558788213961,0.3226558788213961,0.119037250679904,1.5,2.3181818181818183,3.090909090909091,1.2940806576489588e-15,-0.24762099401582952,-2.017917838382052e-16,-2.8518004214284733,-7.83781660544422e-17,-2.9096444458676016,2.964569865857218e-16,-1.095891545908749,2.733426196971277,1514.8461388347284,35.58290376865477,33.77239166400914,11.528320610027599,19.91025403784439,17.227836618504448,6.211373900513758,3.932016225254509,4.309980698263737,2.6441234075647078,2.833105644069321,1.6567912810954093,1.7985279584738694,-1.3499999999999996,812460902.9460924,3.826164180769678,6.822959577128397,3.0492972318334557,169.87068633524208,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,60.749762961171264,35.95759020137934,43.280755964808435,15.078344117872419,31.609613836231013,11.600939890232516,0.0,4.899909730850478,5.719716975726273,37.651419325003374,6.496859684315945,70.53130466610497,0.0,0.0,5.719716975726273,0.0,0.0,11.600939890232516,17.414661883516068,0.0,0.0,71.54635951962237,54.38176836896965,7.846317470397728,0.0,0.0,29.259999999999998,125.29921038200106,2.7415171123404405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.469036614123105,191.83834533317582,5.929306000455348,-0.6097486772486769,-0.9971320779038575,-3.9156032865821215,0.0,-23.98042116905913,-8.322857265334122,-8.080777746392155,0.0,0.3684210526315789,22,2,2,0,1,1,2,0,2,2,1,3,7,0,1,1,3,4.565400000000003,92.96540000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,9.455194510931943,-4.609055772514772,9.455194510931943,0.7097486772486774,0.8120330395806364,328.8869999999995,303.68699999999995,328.1706264800007,122,0,0.11903725067991433,-0.3226558788160806,0.3226558788160806,0.11903725067991433,1.4782608695652173,2.3043478260869565,3.0869565217391304,3.066491861089948e-16,-0.24770447148444116,-3.166102828612596e-16,-2.854748191582581,-7.371043201242182e-17,-2.9102587547271566,5.961243207256371e-17,-1.1190756626050495,2.7837372332302412,1613.983940446229,38.08290376865477,36.27239166400914,12.028320610027599,21.16025403784439,18.477836618504444,6.461373900513758,4.057016225254509,4.434980698263736,2.7066234075647078,2.895605644069321,1.7159921308141564,1.8577288081926164,-1.3499999999999996,2720753882.5931106,3.9006081465762636,7.479607255006343,3.6027555994176423,179.0455694499743,5.719716975726273,2.8236841566564013,0.0,0.0,0.0,0.0,4.899909730850478,0.0,0.0,0.0,67.12268786250064,35.95759020137934,46.02227307714888,15.078344117872419,34.35113094857146,11.600939890232516,0.0,4.899909730850478,5.719716975726273,44.02434422633275,6.496859684315945,70.53130466610497,0.0,0.0,5.719716975726273,0.0,0.0,11.600939890232516,17.414661883516068,0.0,0.0,80.66080153329213,54.38176836896965,7.846317470397728,0.0,0.0,29.259999999999998,131.67213528333045,4.1122756685106605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.83979517029333,209.46364547250897,5.94177921747402,-0.7097486772486774,-1.0422767060030311,-4.160761465594467,0.0,-25.035858468902546,-13.10942429271645,-8.236243968406672,0.0,0.4,23,2,2,0,1,1,2,0,2,2,1,3,8,0,1,1,3,4.955500000000003,97.58240000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8.809866307634165,-4.3130149281935,8.809866307634165,0.9958904950869236,0.7564947829177084,221.30000000000015,202.14799999999997,221.141578848,88,0,0.2930923289360192,-0.5079556527369409,0.5079556527369409,0.2930923289360192,1.875,2.8125,3.5,4.56425314107054e-16,-0.24637318630942082,-1.6683737356654033e-16,-2.7688661601364863,-9.233287363614284e-17,-2.9044498184784415,5.031594191580857e-48,-1.0631929956648358,3.535007319983859,998.2053056128248,27.95566544670048,26.763710176427686,7.763710176427685,15.325238602569529,13.388654714909553,4.085979233445774,3.108917160829808,3.108917160829808,2.07543656205664,2.07543656205664,1.2993295039255384,1.2993295039255384,-1.06,6248706.895769117,2.378101263790507,3.752653174354616,1.6014716462098701,123.1250594712519,15.565388120633534,8.573195989940306,0.0,0.0,1.4311996572326342,0.0,0.0,0.0,0.0,0.0,19.746202942254655,23.21174039872058,37.18058730349038,15.675327920141527,34.601492200287176,0.0,1.4311996572326342,0.0,5.719716975726273,37.58961010061715,7.037952458882589,29.254159106383874,0.0,5.749511833283905,5.719716975726273,0.0,5.749511833283905,0.0,25.675870802522066,16.52477832452621,0.0,46.7628241167089,18.127256122989884,2.8236841566564013,0.0,0.0,55.480000000000004,85.35095047489378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.84567114490726,26.18702071261255,156.61326983339632,0.0,0.0,4.099226426681784,-8.157958238851094,-1.2078642683925416,-8.343651266061979,-8.14817235922147,-8.275630196523055,-3.8292199310279695,0.5384615384615384,16,3,3,1,0,1,1,0,1,3,2,3,6,0,0,0,2,1.5681999999999998,63.60920000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
